,SampleName,position,ANA plate,GEN plate name,Sample - sampleFunction,Design Id,Colony#,Title,nr. ,Well,Coumaric acid,Glucose,Trehalose,Coumaric acid_normalization,batch_corrected_Coumaric_acid
1334,Coum_Library2_Col508,H3,f31873,Plate 14,Transformant,Coum_Library2,Col508,f31873,87,H3,0.5205845669796576,0.0045568852223338225,0.06026955844499016,0.44043560802664694,1.1819765647743938
1335,Coum_Library2_Col509,H4,f31873,Plate 14,Transformant,Coum_Library2,Col509,f31873,88,H4,0.5572930076261057,0.00394653203928993,0.0679876592955171,0.44043560802664694,1.2653223251476722
1336,Coum_Library2_Col510,H5,f31873,Plate 14,Transformant,Coum_Library2,Col510,f31873,89,H5,0.48848861251543657,0.003146935459614744,0.0720793819638307,0.44043560802664694,1.1091033595219266
1337,Coum_Library2_Col511,H6,f31873,Plate 14,Transformant,Coum_Library2,Col511,f31873,90,H6,0.54952099538277,0.003377312252785871,0.07717861332197569,0.44043560802664694,1.2476761310123754
1338,Coum_Library2_Col512,H7,f31873,Plate 14,Transformant,Coum_Library2,Col512,f31873,91,H7,0.5313757687699425,-0.0014244227425976642,0.07178978433040346,0.44043560802664694,1.2064777667517599
1339,Coum_Library2_Col513,H8,f31873,Plate 14,Transformant,Coum_Library2,Col513,f31873,92,H8,0.46187122880827586,-0.0017852720420374333,0.04562635579568095,0.44043560802664694,1.0486691366251477
1340,Coum_Library2_Col514,H9,f31873,Plate 14,Transformant,Coum_Library2,Col514,f31873,93,H9,0.5173370800749134,0.0006011544947831566,0.07913338092455188,0.44043560802664694,1.1746032124714445
1341,SHK0046,H10,f31873,Plate 14,Control,nan,,f31873,94,H10,0.5053303958294306,0.0009324643299898982,0.06315635600693109,0.44043560802664694,1.1473422825496378
1342,Coum_Library2_Col515,H11,f31873,Plate 14,Transformant,Coum_Library2,Col515,f31873,95,H11,0.5116347553631576,0.0022006435103375903,0.061321975010207606,0.44043560802664694,1.1616562013582767
1343,Coum_Library2_Col516,H12,f31873,Plate 14,Transformant,Coum_Library2,Col516,f31873,96,H12,0.7435022679578811,0.002682510139296155,0.05650828626863049,0.44043560802664694,1.6881066253682608
1344,Coum_Library2_Col517,A1,f31874,Plate 15,Transformant,Coum_Library2,Col517,f31874,1,A1,0.4638007970533367,0.004644322837901173,0.05708501352557302,0.3585314280385985,1.2936126676275788
1345,SHK0058,A2,f31874,Plate 15,Control,nan,,f31874,2,A2,0.385889776424807,0.004185042756244066,0.07228688473526833,0.3585314280385985,1.0763066951644282
1347,Coum_Library2_Col519,A4,f31874,Plate 15,Transformant,Coum_Library2,Col519,f31874,4,A4,0.4125098971149245,0.22236626356631578,0.07417855959653114,0.3585314280385985,1.1505543582932842
1349,Coum_Library2_Col521,A6,f31874,Plate 15,Transformant,Coum_Library2,Col521,f31874,6,A6,0.24519828527289245,0.18697953814943608,0.01533327310191183,0.3585314280385985,0.6838962113148281
1350,Coum_Library2_Col522,A7,f31874,Plate 15,Transformant,Coum_Library2,Col522,f31874,7,A7,0.37342472107995156,0.008641398382032688,0.06068897421102462,0.3585314280385985,1.0415397141690734
1352,Coum_Library2_Col524,A9,f31874,Plate 15,Transformant,Coum_Library2,Col524,f31874,9,A9,0.9670547163327994,0.1543348656491862,0.04684765631783927,0.3585314280385985,2.6972662386201995
1353,Coum_Library2_Col525,A10,f31874,Plate 15,Transformant,Coum_Library2,Col525,f31874,10,A10,0.36333489892113274,0.006459093089906621,0.01508028363755328,0.3585314280385985,1.0133976285114317
1354,Coum_Library2_Col526,A11,f31874,Plate 15,Transformant,Coum_Library2,Col526,f31874,11,A11,0.42091213251364884,0.0046085454777470385,0.06362789624719901,0.3585314280385985,1.1739895016074702
1355,SHK0066,A12,f31874,Plate 15,Control,nan,,f31874,12,A12,0.3633439840981829,0.003402184992469491,0.06313030784174972,0.3585314280385985,1.0134229684853913
1357,Coum_Library2_Col528,B2,f31874,Plate 15,Transformant,Coum_Library2,Col528,f31874,14,B2,0.21500553905997313,0.14350285388009273,0.009776255617296796,0.3585314280385985,0.5996839391073584
1358,Coum_Library2_Col529,B3,f31874,Plate 15,Transformant,Coum_Library2,Col529,f31874,15,B3,0.425425717286907,0.004087620357568944,0.07187483677172064,0.3585314280385985,1.1865785926055743
1360,SHK0046,B5,f31874,Plate 15,Control,nan,,f31874,17,B5,0.22132629964510123,0.13966160862342247,0.1125430247231529,0.3585314280385985,0.6173135249422927
1362,Coum_Library2_Col532,B7,f31874,Plate 15,Transformant,Coum_Library2,Col532,f31874,19,B7,0.45953297763631934,0.15185808682536045,0.06895185110023636,0.3585314280385985,1.2817090544900496
1364,SHK0066,B9,f31874,Plate 15,Control,nan,,f31874,21,B9,0.1906992455640218,0.2575510658357259,0.06253310699552483,0.3585314280385985,0.5318899004398902
1365,Coum_Library2_Col534,B10,f31874,Plate 15,Transformant,Coum_Library2,Col534,f31874,22,B10,0.3177358226559708,0.009531213409476515,0.05708345777391383,0.3585314280385985,0.886214701997517
1366,Coum_Library2_Col535,B11,f31874,Plate 15,Transformant,Coum_Library2,Col535,f31874,23,B11,0.2224370177720035,0.006209286161451565,0.007468046932042451,0.3585314280385985,0.6204114908109438
1367,Coum_Library2_Col536,B12,f31874,Plate 15,Transformant,Coum_Library2,Col536,f31874,24,B12,0.40524509317073404,0.0013514379932538778,0.052580535547678525,0.3585314280385985,1.1302916884795564
1368,Coum_Library2_Col537,C1,f31874,Plate 15,Transformant,Coum_Library2,Col537,f31874,25,C1,0.40975540347057265,0.0032242873068920887,0.05650170847834182,0.3585314280385985,1.14287164646124
1373,Coum_Library2_Col542,C6,f31874,Plate 15,Transformant,Coum_Library2,Col542,f31874,30,C6,0.3281906909616432,0.21195632707975162,0.058782635681072094,0.3585314280385985,0.9153749582207089
1374,Coum_Library2_Col543,C7,f31874,Plate 15,Transformant,Coum_Library2,Col543,f31874,31,C7,0.429102761807651,0.009166230471125742,0.09149248529659618,0.3585314280385985,1.1968344425344353
1377,Coum_Library2_Col546,C10,f31874,Plate 15,Transformant,Coum_Library2,Col546,f31874,34,C10,0.49154580792975106,0.24171744837065143,0.05950878397014724,0.3585314280385985,1.3709978247062697
1378,Coum_Library2_Col547,C11,f31874,Plate 15,Transformant,Coum_Library2,Col547,f31874,35,C11,0.3154098810892276,0.005037048952419686,0.04886823910354163,0.3585314280385985,0.879727288663998
1379,Coum_Library2_Col548,C12,f31874,Plate 15,Transformant,Coum_Library2,Col548,f31874,36,C12,0.43378139241369346,0.005214624246992747,0.10110735809794605,0.3585314280385985,1.2098838720687932
1380,Coum_Library2_Col549,D1,f31874,Plate 15,Transformant,Coum_Library2,Col549,f31874,37,D1,0.4645068408697357,0.003391382214497679,0.06350935272341232,0.3585314280385985,1.2955819338095187
1381,Coum_Library2_Col550,D2,f31874,Plate 15,Transformant,Coum_Library2,Col550,f31874,38,D2,0.32988363162417716,0.004067459855634017,0.06296739750836955,0.3585314280385985,0.9200968334320271
1382,Coum_Library2_Col551,D3,f31874,Plate 15,Transformant,Coum_Library2,Col551,f31874,39,D3,0.3397118852792473,0.0013791725836256724,0.06824095425679916,0.3585314280385985,0.9475093637890926
1383,Coum_Library2_Col552,D4,f31874,Plate 15,Transformant,Coum_Library2,Col552,f31874,40,D4,0.44995112863226694,0.00333466827359939,0.05011757059846328,0.3585314280385985,1.2549837850862726
1384,Coum_Library2_Col553,D5,f31874,Plate 15,Transformant,Coum_Library2,Col553,f31874,41,D5,0.24277417003917207,0.003125990342708205,0.004779605993609901,0.3585314280385985,0.6771349763319373
1385,Coum_Library2_Col554,D6,f31874,Plate 15,Transformant,Coum_Library2,Col554,f31874,42,D6,0.43254350627853894,0.008702113517826638,0.02285691341349276,0.3585314280385985,1.206431214816606
1387,Coum_Library2_Col556,D8,f31874,Plate 15,Transformant,Coum_Library2,Col556,f31874,44,D8,0.39574317703647677,0.15470586704535974,0.050331148139996326,0.3585314280385985,1.1037893643005046
1388,Coum_Library2_Col557,D9,f31874,Plate 15,Transformant,Coum_Library2,Col557,f31874,45,D9,0.36305088290836035,0.004458740181378616,0.08030765802662572,0.3585314280385985,1.0126054636116175
1390,Coum_Library2_Col559,D11,f31874,Plate 15,Transformant,Coum_Library2,Col559,f31874,47,D11,0.4064465116967642,0.1946771943395584,0.06454879157313406,0.3585314280385985,1.1336426318894623
1391,Coum_Library2_Col560,D12,f31874,Plate 15,Transformant,Coum_Library2,Col560,f31874,48,D12,0.4239058775790724,0.0016060294947078284,0.05403168921118725,0.3585314280385985,1.1823395229202498
1392,Coum_Library2_Col561,E1,f31874,Plate 15,Transformant,Coum_Library2,Col561,f31874,49,E1,0.43372789810023527,0.0032640388307071393,0.057135668383680296,0.3585314280385985,1.2097346680959342
1393,Coum_Library2_Col562,E2,f31874,Plate 15,Transformant,Coum_Library2,Col562,f31874,50,E2,0.33648073592427585,0.0044838089668831444,0.079334112990303,0.3585314280385985,0.9384971849331191
1396,Coum_Library2_Col565,E5,f31874,Plate 15,Transformant,Coum_Library2,Col565,f31874,53,E5,0.2570776408505066,0.21292752016461658,0.07872851538850245,0.3585314280385985,0.7170295844269204
1398,Coum_Library2_Col567,E7,f31874,Plate 15,Transformant,Coum_Library2,Col567,f31874,55,E7,0.42059095087458465,0.15022720168209774,0.06387392498887855,0.3585314280385985,1.1730936759867674
1400,Coum_Library2_Col568,E9,f31874,Plate 15,Transformant,Coum_Library2,Col568,f31874,57,E9,0.3535417401004229,0.14502654390388106,0.06197778144075653,0.3585314280385985,0.9860829831139979
1401,Coum_Library2_Col569,E10,f31874,Plate 15,Transformant,Coum_Library2,Col569,f31874,58,E10,0.4886069752142647,0.0012639831258532876,0.04749270643287454,0.3585314280385985,1.362800962490972
1402,SHK0058,E11,f31874,Plate 15,Control,nan,,f31874,59,E11,0.33201234304903277,0.002853678706317177,0.06759039494064056,0.3585314280385985,0.9260341411779646
1403,Coum_Library2_Col570,E12,f31874,Plate 15,Transformant,Coum_Library2,Col570,f31874,60,E12,0.42889954233357436,0.005535184206382885,0.06474326298376053,0.3585314280385985,1.196267631766441
1405,Coum_Library2_Col572,F2,f31874,Plate 15,Transformant,Coum_Library2,Col572,f31874,62,F2,0.5702267622127952,0.2155923255602988,0.05442065598134202,0.3585314280385985,1.5904512620617632
1406,Coum_Library2_Col573,F3,f31874,Plate 15,Transformant,Coum_Library2,Col573,f31874,63,F3,0.3739257997789079,0.007750392700161585,0.008594652289861716,0.3585314280385985,1.0429373007117582
1407,SHK0066,F4,f31874,Plate 15,Control,nan,,f31874,64,F4,0.38826040191451205,0.004036613502747831,0.06426809697046502,0.3585314280385985,1.082918738919348
1408,Coum_Library2_Col574,F5,f31874,Plate 15,Transformant,Coum_Library2,Col574,f31874,65,F5,0.6105551390331018,0.00608027248847103,0.07590796686087867,0.3585314280385985,1.7029333868253556
1409,Coum_Library2_Col575,F6,f31874,Plate 15,Transformant,Coum_Library2,Col575,f31874,66,F6,0.2510575404386695,0.0033749367493313355,0.04215941009439896,0.3585314280385985,0.7002385866480898
1410,Coum_Library2_Col576,F7,f31874,Plate 15,Transformant,Coum_Library2,Col576,f31874,67,F7,0.49694057922855606,0.007165295762417695,0.06276461917278282,0.3585314280385985,1.386044682183501
1411,Coum_Library2_Col577,F8,f31874,Plate 15,Transformant,Coum_Library2,Col577,f31874,68,F8,0.47141972696252316,0.002263867333442521,0.04910082197896684,0.3585314280385985,1.314863049918657
1413,Coum_Library2_Col579,F10,f31874,Plate 15,Transformant,Coum_Library2,Col579,f31874,70,F10,0.48721211032300293,0.16609651445657497,0.060767137837900026,0.3585314280385985,1.3589104670359637
1414,Coum_Library2_Col580,F11,f31874,Plate 15,Transformant,Coum_Library2,Col580,f31874,71,F11,0.25750999704359534,0.009771911227937257,0.00470093874329981,0.3585314280385985,0.7182354931960735
1415,Coum_Library2_Col581,F12,f31874,Plate 15,Transformant,Coum_Library2,Col581,f31874,72,F12,0.4584177423076564,0.004750351459109587,0.0670670105164201,0.3585314280385985,1.2785984894420592
1416,SHK0046,G1,f31874,Plate 15,Control,nan,,f31874,73,G1,0.24779034176419285,0.006349591501048145,0.08785499985032752,0.3585314280385985,0.6911258606247384
1418,Coum_Library2_Col583,G3,f31874,Plate 15,Transformant,Coum_Library2,Col583,f31874,75,G3,0.4519601829087877,0.14935015722280687,0.017612685746552798,0.3585314280385985,1.2605873504069243
1419,Coum_Library2_Col584,G4,f31874,Plate 15,Transformant,Coum_Library2,Col584,f31874,76,G4,0.38783104673985164,0.028750300877892203,0.05690134883392784,0.3585314280385985,1.0817212004580496
1420,Coum_Library2_Col585,G5,f31874,Plate 15,Transformant,Coum_Library2,Col585,f31874,77,G5,0.2657079773550764,0.007347858420270278,0.08368176033366224,0.3585314280385985,0.7411009372558297
1421,Coum_Library2_Col586,G6,f31874,Plate 15,Transformant,Coum_Library2,Col586,f31874,78,G6,0.23305917191628575,0.013066598952258287,0.004872795060673569,0.3585314280385985,0.6500383332955549
1422,SHK0058,G7,f31874,Plate 15,Control,nan,,f31874,79,G7,0.35371887197901414,0.001603066074312657,0.06512249989017958,0.3585314280385985,0.986577031514609
1423,Coum_Library2_Col587,G8,f31874,Plate 15,Transformant,Coum_Library2,Col587,f31874,80,G8,0.19511163700167392,0.0029582383435676272,0.07585160190460533,0.3585314280385985,0.5441967474624533
1426,Coum_Library2_Col590,G11,f31874,Plate 15,Transformant,Coum_Library2,Col590,f31874,83,G11,0.4212918914741506,0.1409499755428391,0.05929806216469842,0.3585314280385985,1.1750487085020493
1427,Coum_Library2_Col591,G12,f31874,Plate 15,Transformant,Coum_Library2,Col591,f31874,84,G12,0.41817632231798746,0.0039049674277982656,0.07880069623230589,0.3585314280385985,1.16635890082408
1428,Coum_Library2_Col592,H1,f31874,Plate 15,Transformant,Coum_Library2,Col592,f31874,85,H1,0.786839414927068,0.005666932218849757,0.07101930531865963,0.3585314280385985,2.1946176914854982
1430,Coum_Library2_Col594,H3,f31874,Plate 15,Transformant,Coum_Library2,Col594,f31874,87,H3,0.3469101427097292,0.23385598662335008,0.07333115239637324,0.3585314280385985,0.9675864250103671
1431,Coum_Library2_Col595,H4,f31874,Plate 15,Transformant,Coum_Library2,Col595,f31874,88,H4,0.5109181677191093,0.01098042069198406,0.033028139114348744,0.3585314280385985,1.4250303537242632
1432,Coum_Library2_Col596,H5,f31874,Plate 15,Transformant,Coum_Library2,Col596,f31874,89,H5,0.4191220636823444,9.713832230326146e-05,0.0729469492896889,0.3585314280385985,1.1689967208041323
1433,Coum_Library2_Col597,H6,f31874,Plate 15,Transformant,Coum_Library2,Col597,f31874,90,H6,0.33465921787692554,0.46035397751191265,0.011382465140238492,0.3585314280385985,0.9334166873674936
1437,SHK0046,H10,f31874,Plate 15,Control,nan,,f31874,94,H10,0.23098589435553282,0.16231010371974422,0.16440825644319892,0.3585314280385985,0.644255639231341
1438,Coum_Library2_Col601,H11,f31874,Plate 15,Transformant,Coum_Library2,Col601,f31874,95,H11,0.42590277745617516,0.00464038920475446,0.061905946030778605,0.3585314280385985,1.1879091877276757
1439,Coum_Library2_Col602,H12,f31874,Plate 15,Transformant,Coum_Library2,Col602,f31874,96,H12,0.23970312909180627,0.0074868694427990415,0.005703329905289754,0.3585314280385985,0.6685693647643087
1440,Coum_Library2_Col603,A1,f31875,Plate 16,Transformant,Coum_Library2,Col603,f31875,1,A1,0.45150673580327666,0.007073943184179148,0.059023422336425144,0.4248215755624034,1.0628149834563978
1441,SHK0058,A2,f31875,Plate 16,Control,nan,,f31875,2,A2,0.3221997703459866,0.0010389956890204056,0.060091798355302185,0.4248215755624034,0.7584355147674406
1442,Coum_Library2_Col604,A3,f31875,Plate 16,Transformant,Coum_Library2,Col604,f31875,3,A3,0.4739510572729734,-0.0003925180011853004,0.05622722608278186,0.4248215755624034,1.1156473318134315
1443,Coum_Library2_Col605,A4,f31875,Plate 16,Transformant,Coum_Library2,Col605,f31875,4,A4,0.5797801505763933,0.002044880968404788,0.063958811776109,0.4248215755624034,1.3647615467949028
1444,Coum_Library2_Col606,A5,f31875,Plate 16,Transformant,Coum_Library2,Col606,f31875,5,A5,0.5622361197038649,0.0072574466483716045,0.05850854608357568,0.4248215755624034,1.3234641365837978
1445,Coum_Library2_Col607,A6,f31875,Plate 16,Transformant,Coum_Library2,Col607,f31875,6,A6,0.2843379927347712,0.007011815208377499,0.06736665697680312,0.4248215755624034,0.6693115629975905
1446,Coum_Library2_Col608,A7,f31875,Plate 16,Transformant,Coum_Library2,Col608,f31875,7,A7,0.4677899836942729,0.005451631999733488,0.1174362963906868,0.4248215755624034,1.10114459952978
1447,Coum_Library2_Col609,A8,f31875,Plate 16,Transformant,Coum_Library2,Col609,f31875,8,A8,0.39315077847123997,0.0027191119501496037,0.04398938422474915,0.4248215755624034,0.9254491793425609
1448,Coum_Library2_Col610,A9,f31875,Plate 16,Transformant,Coum_Library2,Col610,f31875,9,A9,0.3505970970057387,0.003218671958768389,0.06848532809585131,0.4248215755624034,0.8252808171091545
1449,Coum_Library2_Col611,A10,f31875,Plate 16,Transformant,Coum_Library2,Col611,f31875,10,A10,0.4594504060762825,0.005012178958505919,0.05112114853684669,0.4248215755624034,1.081513822521927
1450,Coum_Library2_Col612,A11,f31875,Plate 16,Transformant,Coum_Library2,Col612,f31875,11,A11,0.43224455423856906,0.0048190414098724385,0.06507339146443837,0.4248215755624034,1.0174731678030682
1451,SHK0066,A12,f31875,Plate 16,Control,nan,,f31875,12,A12,0.4358853432407662,0.000704406669242755,0.06451282306506649,0.4248215755624034,1.0260433281047836
1454,Coum_Library2_Col615,B3,f31875,Plate 16,Transformant,Coum_Library2,Col615,f31875,15,B3,0.38286334051983806,0.024315720225087243,0.03964268911474058,0.4248215755624034,0.9012332766126141
1455,Coum_Library2_Col616,B4,f31875,Plate 16,Transformant,Coum_Library2,Col616,f31875,16,B4,0.32172076779853337,0.026059556348481627,0.056134728280963664,0.4248215755624034,0.7573079765843361
1456,SHK0046,B5,f31875,Plate 16,Control,nan,,f31875,17,B5,0.25410147670014516,-0.00020808605789947773,0.06354451590413304,0.4248215755624034,0.5981369386989136
1460,SHK0066,B9,f31875,Plate 16,Control,nan,,f31875,21,B9,0.3773052093626037,0.12795311864673903,0.05934546261572145,0.4248215755624034,0.8881498282263682
1461,Coum_Library2_Col620,B10,f31875,Plate 16,Transformant,Coum_Library2,Col620,f31875,22,B10,0.4058779527160804,0.0026649992828598136,0.04640594829470504,0.4248215755624034,0.9554080490821486
1462,Coum_Library2_Col621,B11,f31875,Plate 16,Transformant,Coum_Library2,Col621,f31875,23,B11,0.25070657872319574,0.013177243710354237,0.016675807482215976,0.4248215755624034,0.5901455885127677
1463,Coum_Library2_Col622,B12,f31875,Plate 16,Transformant,Coum_Library2,Col622,f31875,24,B12,0.5523941194459933,0.002925261509021005,0.06852373997280564,0.4248215755624034,1.3002967627402209
1464,Coum_Library2_Col623,C1,f31875,Plate 16,Transformant,Coum_Library2,Col623,f31875,25,C1,0.4116210857985041,0.0016906512477586457,0.0669514987740042,0.4248215755624034,0.9689269789406911
1465,Coum_Library2_Col624,C2,f31875,Plate 16,Transformant,Coum_Library2,Col624,f31875,26,C2,0.30289648230924743,0.004500505018086584,0.06323370366082491,0.4248215755624034,0.7129969373807239
1467,Coum_Library2_Col626,C4,f31875,Plate 16,Transformant,Coum_Library2,Col626,f31875,28,C4,0.25153063622958594,0.17259009433642364,0.00533585638586823,0.4248215755624034,0.5920853617111963
1468,Coum_Library2_Col627,C5,f31875,Plate 16,Transformant,Coum_Library2,Col627,f31875,29,C5,0.4407399544038865,0.0060670249454330884,0.06262084600979646,0.4248215755624034,1.037470740087552
1469,Coum_Library2_Col628,C6,f31875,Plate 16,Transformant,Coum_Library2,Col628,f31875,30,C6,0.4742700882652057,0.002107171520836527,0.0598132494911473,0.4248215755624034,1.1163983082482087
1470,Coum_Library2_Col629,C7,f31875,Plate 16,Transformant,Coum_Library2,Col629,f31875,31,C7,0.36306403506203994,0.01156205582314931,0.006973268270273002,0.4248215755624034,0.8546271092314338
1471,Coum_Library2_Col630,C8,f31875,Plate 16,Transformant,Coum_Library2,Col630,f31875,32,C8,0.24951463439913057,0.00397785057690607,0.04911786799443282,0.4248215755624034,0.587339835715285
1472,Coum_Library2_Col631,C9,f31875,Plate 16,Transformant,Coum_Library2,Col631,f31875,33,C9,0.22237559540015586,0.006309252192705214,0.05278127212777922,0.4248215755624034,0.5234564537023859
1473,Coum_Library2_Col632,C10,f31875,Plate 16,Transformant,Coum_Library2,Col632,f31875,34,C10,0.4276080582782705,0.003668919345211404,0.054744976782954806,0.4248215755624034,1.006559183610621
1475,Coum_Library2_Col634,C12,f31875,Plate 16,Transformant,Coum_Library2,Col634,f31875,36,C12,0.56726113218415,0.11247719748101698,0.06402480450175946,0.4248215755624034,1.3352926612382547
1477,Coum_Library2_Col636,D2,f31875,Plate 16,Transformant,Coum_Library2,Col636,f31875,38,D2,0.49019948244227934,0.09134802767082592,0.06428657781506916,0.4248215755624034,1.1538949776581495
1479,Coum_Library2_Col638,D4,f31875,Plate 16,Transformant,Coum_Library2,Col638,f31875,40,D4,0.6031495053594003,0.19923735670827386,0.06750211911979519,0.4248215755624034,1.4197713582718015
1485,Coum_Library2_Col644,D10,f31875,Plate 16,Transformant,Coum_Library2,Col644,f31875,46,D10,0.4751344178933794,0.12468859319397495,0.05123100558364978,0.4248215755624034,1.1184328791784384
1486,Coum_Library2_Col645,D11,f31875,Plate 16,Transformant,Coum_Library2,Col645,f31875,47,D11,0.4661120592352298,0.005232066724345535,0.048525263400399296,0.4248215755624034,1.0971948838007195
1487,Coum_Library2_Col646,D12,f31875,Plate 16,Transformant,Coum_Library2,Col646,f31875,48,D12,0.2698365352466059,0.013558263765714253,0.0052328735535063665,0.4248215755624034,0.6351761557528726
1488,Coum_Library2_Col647,E1,f31875,Plate 16,Transformant,Coum_Library2,Col647,f31875,49,E1,1.206214912798054,0.009362133070941922,0.05753770560014891,0.4248215755624034,2.83934475597478
1489,Coum_Library2_Col648,E2,f31875,Plate 16,Transformant,Coum_Library2,Col648,f31875,50,E2,0.20272482472310266,0.0030569946464907524,0.05677345092171799,0.4248215755624034,0.4771999267097576
1491,Coum_Library2_Col650,E4,f31875,Plate 16,Transformant,Coum_Library2,Col650,f31875,52,E4,0.7123395525260344,0.1191631301393242,0.06326419543717449,0.4248215755624034,1.6767970213918586
1492,Coum_Library2_Col651,E5,f31875,Plate 16,Transformant,Coum_Library2,Col651,f31875,53,E5,0.18316701296199886,0.0033797143576608144,0.04042671496811087,0.4248215755624034,0.431162218443147
1493,Coum_Library2_Col652,E6,f31875,Plate 16,Transformant,Coum_Library2,Col652,f31875,54,E6,0.4154053443218557,0.0030995574586051627,0.06244690234234255,0.4248215755624034,0.977834856367448
1494,Coum_Library2_Col653,E7,f31875,Plate 16,Transformant,Coum_Library2,Col653,f31875,55,E7,0.4235749274238743,0.014561978810354538,0.025578556045710438,0.4248215755624034,0.9970654782849042
1496,Coum_Library2_Col654,E9,f31875,Plate 16,Transformant,Coum_Library2,Col654,f31875,57,E9,0.45229854895086247,0.1562040122627512,0.06486003692232795,0.4248215755624034,1.0646788557103848
1497,Coum_Library2_Col655,E10,f31875,Plate 16,Transformant,Coum_Library2,Col655,f31875,58,E10,0.46191587900080366,0.008130556458418819,0.054913585222698555,0.4248215755624034,1.0873173717443438
1498,SHK0058,E11,f31875,Plate 16,Control,nan,,f31875,59,E11,0.4198809787521511,0.0013652973269528768,0.050320267225238434,0.4248215755624034,0.9883701838737553
1499,Coum_Library2_Col656,E12,f31875,Plate 16,Transformant,Coum_Library2,Col656,f31875,60,E12,0.4643346491893593,0.0012676027669831188,0.05056938091706885,0.4248215755624034,1.0930109860231232
1500,Coum_Library2_Col657,F1,f31875,Plate 16,Transformant,Coum_Library2,Col657,f31875,61,F1,0.40635281294203013,0.004296200823739315,0.05485927200258102,0.4248215755624034,0.9565258365328473
1502,Coum_Library2_Col659,F3,f31875,Plate 16,Transformant,Coum_Library2,Col659,f31875,63,F3,0.3797806083770881,0.15102784654191254,0.049152731040700295,0.4248215755624034,0.8939767427638592
1503,SHK0066,F4,f31875,Plate 16,Control,nan,,f31875,64,F4,0.4297621723726558,0.0034851171359868683,0.05860824618446927,0.4248215755624034,1.011629816126245
1504,Coum_Library2_Col660,F5,f31875,Plate 16,Transformant,Coum_Library2,Col660,f31875,65,F5,0.531165807236595,-0.0011572795794015233,0.0548018551233555,0.4248215755624034,1.2503268143417785
1505,Coum_Library2_Col661,F6,f31875,Plate 16,Transformant,Coum_Library2,Col661,f31875,66,F6,0.27423181488905624,0.01243385003865292,0.0019920167681487136,0.4248215755624034,0.6455223337609731
1507,Coum_Library2_Col663,F8,f31875,Plate 16,Transformant,Coum_Library2,Col663,f31875,68,F8,0.6113485876159,0.09693280882124461,0.0634561959227794,0.4248215755624034,1.4390714191165113
1508,Coum_Library2_Col664,F9,f31875,Plate 16,Transformant,Coum_Library2,Col664,f31875,69,F9,0.7108799001215245,0.008222876044026354,0.05314705029947032,0.4248215755624034,1.6733611026709754
1509,Coum_Library2_Col665,F10,f31875,Plate 16,Transformant,Coum_Library2,Col665,f31875,70,F10,0.5684848376982228,0.00458178659394627,0.04787338794051464,0.4248215755624034,1.338173177634939
1510,Coum_Library2_Col666,F11,f31875,Plate 16,Transformant,Coum_Library2,Col666,f31875,71,F11,0.4046292500168516,0.002522550065721353,0.04276292370997867,0.4248215755624034,0.9524686910762006
1511,Coum_Library2_Col667,F12,f31875,Plate 16,Transformant,Coum_Library2,Col667,f31875,72,F12,0.3782249341259183,0.006676725168715145,0.04094718837898196,0.4248215755624034,0.8903147953942834
1512,SHK0046,G1,f31875,Plate 16,Control,nan,,f31875,73,G1,0.2979820264032858,0.001523249345265103,0.07983335819708823,0.4248215755624034,0.7014286550978489
1513,Coum_Library2_Col668,G2,f31875,Plate 16,Transformant,Coum_Library2,Col668,f31875,74,G2,0.3512479593375204,0.010025489593564878,0.01700092240374115,0.4248215755624034,0.8268129010926952
1514,Coum_Library2_Col669,G3,f31875,Plate 16,Transformant,Coum_Library2,Col669,f31875,75,G3,0.29214678585208076,0.001991078326327091,0.05579963976423099,0.4248215755624034,0.6876929107598171
1518,SHK0058,G7,f31875,Plate 16,Control,nan,,f31875,79,G7,0.4344998188684535,0.16669081001464894,0.04417521617613795,0.4248215755624034,1.0227819015388695
1519,Coum_Library2_Col673,G8,f31875,Plate 16,Transformant,Coum_Library2,Col673,f31875,80,G8,0.5194919879876991,0.0075130514660405505,0.059620913976618055,0.4248215755624034,1.2228474679045327
1520,Coum_Library2_Col674,G9,f31875,Plate 16,Transformant,Coum_Library2,Col674,f31875,81,G9,0.4523483214879127,0.016105796967030666,0.056996204356740895,0.4248215755624034,1.0647960167490735
1521,Coum_Library2_Col675,G10,f31875,Plate 16,Transformant,Coum_Library2,Col675,f31875,82,G10,0.48776156702245715,0.003317280089471735,0.0503698150596837,0.4248215755624034,1.148156296856463
1522,Coum_Library2_Col676,G11,f31875,Plate 16,Transformant,Coum_Library2,Col676,f31875,83,G11,0.45750656902718023,0.004983814576428483,0.035473331471059785,0.4248215755624034,1.0769381673270868
1523,Coum_Library2_Col677,G12,f31875,Plate 16,Transformant,Coum_Library2,Col677,f31875,84,G12,0.4684271320579643,0.005696446551623655,0.03691448566622031,0.4248215755624034,1.1026444018005286
1525,Coum_Library2_Col679,H2,f31875,Plate 16,Transformant,Coum_Library2,Col679,f31875,86,H2,0.34566773203423806,0.08736476071574571,0.07803361973954127,0.4248215755624034,0.8136774399384568
1526,Coum_Library2_Col680,H3,f31875,Plate 16,Transformant,Coum_Library2,Col680,f31875,87,H3,0.5367785958143373,0.005460865894667888,0.05883818509165493,0.4248215755624034,1.2635389224375402
